"LLAVEVIV","P0_1","P0_2","P0_3","P0_4_1","P0_4_1A","P0_4_2","P0_4_2A","P1_1","P1_2","P1_3","FOLIO","VIV_SEL","ENT","TLOC","REGION","EST_DIS","UPM_DIS","FAC_VIV"
"0033003","01","02","01","2","","2","","01","1","","00330","03","28","1","2","162","01876",1713
"0033113","01","03","01","1","1","1","1","03","1","","00331","13","18","2","3","100","01212",1495
"0033203","03","04","01","1","1","1","1","04","1","","00332","03","20","2","6","113","01397",2146
"0033301","01","03","01","2","","1","1","04","1","","00333","01","09","1","4","049","00659",3093
"0033403","04","06","02","1","1","1","1","01","1","","00334","03","30","2","5","172","02035",8713
"0033503","03","07","02","1","2","1","1","04","1","","00335","03","13","1","5","073","00950",2414
"0033615","02","04","01","2","","1","1","04","1","","00336","15","27","4","6","155","01818",1651
"0033709","01","02","00","2","","2","","02","1","","00337","09","21","2","5","116","01407",6595
"0033801","01","04","01","2","","2","","02","1","","00338","01","05","1","2","030","00335",1555
"0033906","02","04","02","2","","1","1","07","1","","00339","06","27","4","6","154","01814",2660
"0034003","03","04","01","1","2","1","1","05","1","","00340","03","03","1","1","018","00200",1020
"0034117","02","04","01","1","2","1","1","03","1","","00341","17","10","4","1","052","00770",1405
"0034201","02","04","01","1","1","1","1","04","1","","00342","01","19","1","2","106","01262",3621
"0034301","02","04","02","1","1","1","1","03","1","","00343","01","01","1","3","005","00033",1371
"0034403","02","03","01","1","1","1","1","03","1","","00344","03","08","1","1","045","00524",3117
"0034519","02","03","01","2","","2","","01","1","","00345","19","17","3","5","094","01147",952
"0034601","02","04","01","2","","1","1","01","1","","00346","01","22","1","3","127","01482",2035
"0034718","01","05","00","2","","2","","05","1","","00347","18","30","4","5","173","02040",4785
"0034815","03","06","01","2","","2","","07","1","","00348","15","13","3","5","067","00920",1739
"0034905","02","04","01","1","1","1","1","03","1","","00349","05","01","2","3","002","00006",392
"0035002","02","06","01","2","","1","1","03","1","","00350","02","21","1","5","120","01422",5722
"0035112","02","03","01","2","","2","","06","1","","00351","12","17","4","5","096","01157",995
"0035217","02","03","01","2","","2","","08","1","","00352","17","27","3","6","153","01813",2357
"0035303","03","05","01","1","1","1","1","04","1","","00353","03","01","1","3","005","00044",882
"0035402","02","03","01","1","2","2","","02","1","","00354","02","28","1","2","164","01959",1904
"0035512","01","02","01","2","","2","","03","1","","00355","12","29","4","5","167","01976",500
"0035616","05","07","02","2","","2","","06","1","","00356","16","29","2","5","166","01969",729
"0035704","01","02","00","2","","2","","01","1","","00357","04","09","1","4","048","00602",1454
"0035803","02","03","01","2","","1","1","02","1","","00358","03","11","1","3","058","00840",5935
"0035901","02","04","02","1","1","1","1","02","1","","00359","01","29","3","5","170","02018",1060
"0036001","01","01","01","2","","1","1","02","1","","00360","01","03","1","1","015","00158",561
"0036104","01","02","01","2","","1","1","01","1","","00361","04","15","1","5","085","01057",9893
"0036201","02","03","01","2","","1","1","02","1","","00362","01","23","1","6","134","01577",1657
"0036304","01","02","01","1","2","2","","04","1","","00363","04","13","3","5","068","00928",1288
"0036401","04","06","02","1","1","1","1","05","1","","00364","01","24","1","2","140","01657",1429
"0036516","01","01","00","2","","1","2","04","1","","00365","16","12","3","6","061","00878",2843
"0036616","03","04","01","1","1","1","1","03","1","","00366","16","28","4","2","160","01848",1343
"0036705","01","04","01","1","1","1","1","02","1","","00367","05","32","1","3","190","02170",1959
"0036812","02","05","01","1","1","1","1","02","1","","00368","12","15","3","5","081","01018",5909
"0036912","02","03","00","2","","2","","03","1","","00369","12","07","4","6","039","00455",3338
"0037002","02","03","01","2","","2","","04","1","","00370","02","10","4","1","052","00774",1138
"0037103","02","03","01","1","1","1","1","04","1","","00371","03","14","2","3","075","00966",3387
"0037202","03","05","01","2","","2","","03","1","","00372","02","09","1","4","049","00619",4117
"0037302","04","05","01","1","1","1","1","07","1","","00373","02","14","1","3","078","00980",9014
"0037401","02","04","01","1","1","1","1","05","1","","00374","01","28","2","2","162","01893",1611
"0037502","02","05","01","1","1","1","1","03","1","","00375","02","18","1","3","103","01237",1027
"0037601","03","05","02","1","1","1","1","04","1","","00376","01","15","1","5","085","01032",13530
"0037705","01","02","01","2","","2","","02","1","","00377","05","19","1","2","107","01301",3306
"0037820","02","03","00","2","","1","1","08","1","","00378","20","07","4","6","039","00456",3330
"0037904","02","04","01","2","","1","1","05","1","","00379","04","04","1","6","022","00230",474
"0038002","01","03","01","1","1","1","1","02","1","","00380","02","15","1","5","085","01054",10409
"0038118","02","03","00","2","","2","","02","1","","00381","18","20","4","6","111","01382",3286
"0038204","01","01","01","1","1","1","1","01","1","","00382","04","29","3","5","170","02027",908
"0038320","02","03","01","1","2","1","1","02","1","","00383","20","28","2","2","159","01843",2250
"0038405","03","04","02","1","2","1","1","06","1","","00384","05","02","1","1","010","00111",2857
"0038505","03","04","01","2","","1","1","05","1","","00385","05","05","1","2","029","00282",1842
"0038602","02","03","01","2","","1","1","03","1","","00386","02","10","1","1","054","00813",1277
"0038704","03","06","02","2","","1","1","01","1","","00387","04","15","1","5","087","01095",11960
"0038808","03","06","02","1","2","1","1","05","1","","00388","08","19","3","2","105","01255",1919
"0038903","01","02","01","2","","1","1","05","1","","00389","03","27","4","6","154","01814",2660
"0039009","02","04","01","2","","2","","05","1","","00390","09","13","4","5","071","00939",2376
"0039105","03","05","01","1","1","1","1","04","1","","00391","05","01","1","3","004","00027",1069
"0039205","03","04","02","1","1","1","1","04","1","","00392","05","03","1","1","016","00175",618
"0039305","02","04","01","2","","2","","02","1","","00393","05","08","1","1","045","00529",3028
"0039405","03","07","01","1","1","1","1","03","1","","00394","05","09","1","4","050","00704",3500
"0039517","01","04","01","1","1","1","1","02","1","","00395","17","25","4","1","143","01680",2209
"0039605","04","06","03","1","1","1","1","04","1","","00396","05","10","1","1","053","00782",1294
"0039701","01","01","01","2","","2","","01","1","","00397","01","21","1","5","119","01416",4593
"0039802","02","04","00","2","","1","2","03","1","","00398","02","11","1","3","058","00856",4097
"0039903","02","04","02","1","2","1","1","03","1","","00399","03","21","2","5","121","01447",1361
"0040002","01","02","01","2","","2","","04","1","","00400","02","07","4","6","039","00456",3330
"0040103","02","03","01","2","","2","","05","1","","00401","03","11","1","3","058","00845",5124
"0040215","02","04","01","2","","1","2","03","1","","00402","15","20","4","6","112","01386",3430
"0040315","03","06","01","1","2","1","1","06","1","","00403","15","25","2","1","141","01674",2705
"0040417","02","04","01","2","","1","1","02","1","","00404","17","19","2","2","105","01254",2584
"0040501","02","03","01","2","","2","","02","1","","00405","01","32","1","3","188","02152",1515
"0040605","03","03","01","2","","1","1","05","1","","00406","05","04","1","6","025","00265",978
"0040719","04","05","02","1","1","1","1","03","1","","00407","19","24","4","2","137","01595",1121
"0040801","02","03","01","1","1","1","1","01","1","","00408","01","06","1","3","035","00418",826
"0040903","01","02","01","2","","1","2","04","1","","00409","03","05","1","2","029","00298",1661
"0041002","02","05","01","1","1","1","1","05","1","","00410","02","05","1","2","030","00352",1452
"0041104","01","02","01","2","","1","2","02","1","","00411","04","09","1","4","049","00673",1454
"0041203","01","02","02","1","2","1","1","01","1","","00412","03","26","1","1","152","01804",2023
"0041305","02","03","01","2","","2","","03","1","","00413","05","06","4","3","033","00395",576
"0041404","04","04","01","1","1","1","1","04","1","","00414","04","08","1","1","045","00535",2768
"0041514","03","05","00","2","","1","1","05","1","","00415","14","21","2","5","116","01409",5069
"0041602","02","03","01","2","","1","1","04","1","","00416","02","02","1","1","009","00070",3330
"0041715","04","06","01","1","1","1","1","04","1","","00417","15","13","4","5","070","00932",2540
"0041805","02","04","01","2","","1","1","03","1","","00418","05","31","1","6","183","02117",2111
"0041903","02","07","01","2","","1","1","01","1","","00419","03","07","1","6","040","00464",4020
"0042003","02","04","01","2","","1","1","03","1","","00420","03","25","1","1","145","01719",2356
"0042115","01","02","00","2","","1","2","02","1","","00421","15","04","4","6","021","00225",1029
"0042220","02","03","01","1","1","1","1","04","1","","00422","20","03","3","1","013","00146",496
"0042304","03","05","03","1","1","1","1","04","1","","00423","04","09","1","4","050","00680",4276
"0042401","01","02","01","2","","1","1","02","1","","00424","01","02","1","1","009","00073",3206
"0042503","01","03","01","2","","1","2","01","1","","00425","03","19","2","2","107","01332",1023
"0042614","01","02","00","2","","1","1","05","1","","00426","14","21","4","5","117","01413",3844
"0042704","02","04","01","2","","1","1","07","1","","00427","04","24","1","2","139","01646",1169
"0042801","04","05","00","2","","1","2","06","1","","00428","01","24","4","2","136","01588",1337
"0042919","02","04","02","2","","2","","03","1","","00429","19","07","4","6","039","00450",4023
"0043005","04","08","03","2","","2","","03","1","","00430","05","12","1","6","065","00902",2813
"0043104","02","03","02","2","","1","1","05","2","02","00431","04","04","1","6","023","00246",730
"0043201","04","07","02","1","3","1","1","05","1","","00432","01","26","1","1","151","01786",1977
"0043305","03","05","01","2","","1","1","03","1","","00433","05","10","1","1","053","00780",1306
"0043402","02","03","02","1","2","1","1","03","1","","00434","02","04","1","6","025","00266",878
"0043503","01","03","01","2","","2","","01","1","","00435","03","31","1","6","183","02123",1910
"0043604","02","03","00","2","","1","1","05","1","","00436","04","07","4","6","040","00470",2286
"0043704","03","05","01","2","","1","1","01","1","","00437","04","02","1","1","009","00076",3158
"0043805","02","04","02","1","2","1","1","03","1","","00438","05","01","1","3","006","00049",1395
"0043901","01","03","01","1","1","1","1","01","1","","00439","01","23","1","6","134","01573",2057
"0044003","01","04","01","1","1","1","1","02","1","","00440","03","12","1","6","064","00890",4317
"0044101","03","05","01","1","1","1","1","04","1","","00441","01","09","1","4","050","00705",3499
"0044201","02","03","01","1","1","1","1","03","1","","00442","01","23","1","6","132","01544",1573
"0044303","02","04","00","2","","2","","02","1","","00443","03","30","2","5","172","02034",31759
"0044404","02","04","01","1","1","1","1","05","1","","00444","04","24","1","2","139","01651",1027
"0044504","02","02","02","1","1","2","","03","1","","00445","04","20","3","6","113","01394",3011
"0044601","02","05","01","1","1","2","","04","1","","00446","01","28","1","2","162","01901",1547
"0044705","02","07","01","1","1","1","1","04","1","","00447","05","16","1","3","091","01118",4504
"0044802","03","05","01","2","","1","1","05","1","","00448","02","29","4","5","169","01984",1177
"0044902","02","03","01","1","1","1","1","04","1","","00449","02","28","1","2","162","01871",1732
"0045001","03","06","01","2","","1","1","02","1","","00450","01","09","1","4","050","00714",3398
"0045111","02","04","01","2","","2","","08","1","","00451","11","12","4","6","063","00884",3037
"0045203","02","04","01","2","","2","","03","1","","00452","03","04","3","6","019","00220",797
"0045301","01","03","01","2","","1","1","03","1","","00453","01","12","1","6","066","00910",3312
"0045403","03","05","01","1","2","1","1","04","1","","00454","03","08","1","1","044","00498",2876
"0045502","02","03","02","2","","2","","04","1","","00455","02","27","4","6","154","01816",2554
"0045606","02","09","01","1","3","1","1","03","1","","00456","06","26","2","1","148","01738",2836
"0045709","02","04","01","2","","1","1","04","2","02","00457","09","31","2","6","179","02087",1839
